date,data_source,treatment_name,stp_ods_cd,stp_gss_cd,stp_name,reg_ods_cd,reg_gss_cd,reg_name,numerator,numerator_unit,denominator,denominator_unit
2022-03-01,Secondary Care,tucatinib,QKK,E54000030,Our Healthier South East London STP,Y56,E40000003,London,283.33333333,DDD,1818226,Population
2022-03-01,Secondary Care,tucatinib,QKS,E54000032,Kent and Medway STP,Y59,E40000005,South East,70.833333333,DDD,1868199,Population
2022-03-01,Secondary Care,tucatinib,QM7,E54000025,Hertfordshire and West Essex STP,Y61,E40000007,East of England,125,DDD,1488061,Population
2022-03-01,Secondary Care,tucatinib,QMJ,E54000028,North London Partners in Health & Care STP,Y56,E40000003,London,75,DDD,1526582,Population
2022-03-01,Secondary Care,tucatinib,QOP,E54000007,Greater Manchester Health & Social Care Partnership,Y62,E40000010,North West,75,DDD,2881890,Population
2022-03-01,Secondary Care,tucatinib,QRV,E54000027,North West London Health & Care Partnership STP,Y56,E40000003,London,979.33333333,DDD,2111469,Population
2022-03-01,Secondary Care,tucatinib,QUY,E54000039,"Bristol, North Somerset and South Gloucestershire STP",Y58,E40000006,South West,116.66666667,DDD,969256,Population
2022-06-01,Primary Care,ribociclib,QNQ,E54000034,Frimley Health & Care STP,Y59,E40000005,South East,0.4444444444444444,ADD,746739,Population
2022-06-01,Secondary Care,abemaciclib,QE1,E54000048,Lancashire and South Cumbria ICS,Y62,E40000010,North West,3080,ADD,1701655,Population
2022-06-01,Secondary Care,abemaciclib,QF7,E54000009,South Yorkshire and Bassetlaw STP,Y63,E40000009,North East and Yorkshire,1918,ADD,1533334,Population
2022-06-01,Secondary Care,abemaciclib,QGH,E54000019,Herefordshire and Worcestershire STP,Y60,E40000008,Midlands,1288,ADD,791685,Population
2022-06-01,Secondary Care,abemaciclib,QH8,E54000026,Mid and South Essex STP,Y61,E40000007,East of England,1260,ADD,1199296,Population
2022-06-01,Secondary Care,abemaciclib,QHG,E54000024,"Bedfordshire, Luton and Milton Keynes STP",Y61,E40000007,East of England,1120,ADD,959098,Population
2022-06-01,Secondary Care,abemaciclib,QHL,E54000017,Birmingham and Solihull STP,Y60,E40000008,Midlands,6048,ADD,1179731,Population
2022-06-01,Secondary Care,abemaciclib,QHM,E54000050,Cumbria and North East STP,Y63,E40000009,North East and Yorkshire,4952,ADD,3000432,Population
2022-06-01,Secondary Care,abemaciclib,QJ2,E54000012,Joined Up Care Derbyshire STP,Y60,E40000008,Midlands,1393,ADD,1030393,Population
2022-06-01,Secondary Care,abemaciclib,QJG,E54000023,Suffolk and North East Essex ICS,Y61,E40000007,East of England,1558,ADD,987177,Population
2022-06-01,Secondary Care,abemaciclib,QJK,E54000037,Devon STP,Y58,E40000006,South West,2718,ADD,1209773,Population
2022-06-01,Secondary Care,abemaciclib,QJM,E54000013,Lincolnshire STP,Y60,E40000008,Midlands,2681,ADD,766333,Population
2022-06-01,Secondary Care,abemaciclib,QK1,E54000015,"Leicester, Leicestershire and Rutland STP",Y60,E40000008,Midlands,756,ADD,1107597,Population
2022-06-01,Secondary Care,abemaciclib,QKK,E54000030,Our Healthier South East London STP,Y56,E40000003,London,3206,ADD,1818226,Population
2022-06-01,Secondary Care,abemaciclib,QKS,E54000032,Kent and Medway STP,Y59,E40000005,South East,1428,ADD,1868199,Population
2022-06-01,Secondary Care,abemaciclib,QM7,E54000025,Hertfordshire and West Essex STP,Y61,E40000007,East of England,1638,ADD,1488061,Population
2022-06-01,Secondary Care,abemaciclib,QMF,E54000029,East London Health & Care Partnership STP,Y56,E40000003,London,420,ADD,2036470,Population
2022-06-01,Secondary Care,abemaciclib,QMJ,E54000028,North London Partners in Health & Care STP,Y56,E40000003,London,1904,ADD,1526582,Population
2022-06-01,Secondary Care,abemaciclib,QMM,E54000022,Norfolk and Waveney Health & Care Partnership STP,Y61,E40000007,East of England,308,ADD,1032661,Population
2022-06-01,Secondary Care,abemaciclib,QNC,E54000010,Staffordshire & Stoke on Trent STP,Y60,E40000008,Midlands,2562,ADD,1139794,Population
2022-06-01,Secondary Care,abemaciclib,QNQ,E54000034,Frimley Health & Care STP,Y59,E40000005,South East,308,ADD,746739,Population
2022-06-01,Secondary Care,abemaciclib,QNX,E54000053,Sussex Health and Care Partnership,Y59,E40000005,South East,938,ADD,1711539,Population
2022-06-01,Secondary Care,abemaciclib,QOC,E54000011,Shropshire and Telford and Wrekin STP,Y60,E40000008,Midlands,1400,ADD,506737,Population
2022-06-01,Secondary Care,abemaciclib,QOP,E54000007,Greater Manchester Health & Social Care Partnership,Y62,E40000010,North West,5138,ADD,2881890,Population
2022-06-01,Secondary Care,abemaciclib,QOQ,E54000051,"Humber, Coast and Vale STP",Y63,E40000009,North East and Yorkshire,1932,ADD,1708723,Population
2022-06-01,Secondary Care,abemaciclib,QOX,E54000040,"Bath and North East Somerset, Swindon and Wiltshire STP",Y58,E40000006,South West,924,ADD,929964,Population
2022-06-01,Secondary Care,abemaciclib,QPM,E54000020,Northamptonshire STP,Y60,E40000008,Midlands,1092,ADD,740111,Population
2022-06-01,Secondary Care,abemaciclib,QR1,E54000043,Gloucestershire STP,Y58,E40000006,South West,1596,ADD,640650,Population
2022-06-01,Secondary Care,abemaciclib,QRL,E54000042,Hampshire and the Isle of Wight STP,Y59,E40000005,South East,7444,ADD,1831473,Population
2022-06-01,Secondary Care,abemaciclib,QRV,E54000027,North West London Health & Care Partnership STP,Y56,E40000003,London,6756,ADD,2111469,Population
2022-06-01,Secondary Care,abemaciclib,QSL,E54000038,Somerset STP,Y58,E40000006,South West,523.5,ADD,563851,Population
2022-06-01,Secondary Care,abemaciclib,QT1,E54000014,Nottingham and Nottinghamshire Health and Care STP,Y60,E40000008,Midlands,4179,ADD,1052195,Population
2022-06-01,Secondary Care,abemaciclib,QT6,E54000036,Cornwall and the Isles of Scilly Health & Social Care Partnership STP,Y58,E40000006,South West,252,ADD,575525,Population
2022-06-01,Secondary Care,abemaciclib,QU9,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West STP",Y59,E40000005,South East,2478,ADD,1723447,Population
2022-06-01,Secondary Care,abemaciclib,QUA,E54000016,The Black Country and West Birmingham STP,Y60,E40000008,Midlands,3234,ADD,1380809,Population
2022-06-01,Secondary Care,abemaciclib,QUE,E54000021,Cambridgeshire and Peterborough STP,Y61,E40000007,East of England,462,ADD,896725,Population
2022-06-01,Secondary Care,abemaciclib,QUY,E54000039,"Bristol, North Somerset and South Gloucestershire STP",Y58,E40000006,South West,1820,ADD,969256,Population
2022-06-01,Secondary Care,abemaciclib,QVV,E54000041,Dorset STP,Y58,E40000006,South West,518,ADD,776780,Population
2022-06-01,Secondary Care,abemaciclib,QWE,E54000031,South West London Health & Care Partnership STP,Y56,E40000003,London,658,ADD,1509741,Population
2022-06-01,Secondary Care,abemaciclib,QWO,E54000054,West Yorkshire and Harrogate Health & Care Partnership STP,Y63,E40000009,North East and Yorkshire,2884,ADD,2396517,Population
2022-06-01,Secondary Care,abemaciclib,QWU,E54000018,Coventry and Warwickshire STP,Y60,E40000008,Midlands,658,ADD,963173,Population
2022-06-01,Secondary Care,abemaciclib,QXU,E54000052,Surrey Heartlands Health & Care Partnership STP,Y59,E40000005,South East,4369,ADD,1052425,Population
2022-06-01,Secondary Care,abemaciclib,QYG,E54000008,Cheshire and Merseyside STP,Y62,E40000010,North West,1456,ADD,2503902,Population
2022-06-01,Secondary Care,neratinib,QE1,E54000048,Lancashire and South Cumbria ICS,Y62,E40000010,North West,210,ADD,1701655,Population
2022-06-01,Secondary Care,neratinib,QF7,E54000009,South Yorkshire and Bassetlaw STP,Y63,E40000009,North East and Yorkshire,820,ADD,1533334,Population
2022-06-01,Secondary Care,neratinib,QH8,E54000026,Mid and South Essex STP,Y61,E40000007,East of England,564,ADD,1199296,Population
2022-06-01,Secondary Care,neratinib,QHG,E54000024,"Bedfordshire, Luton and Milton Keynes STP",Y61,E40000007,East of England,28,ADD,959098,Population
2022-06-01,Secondary Care,neratinib,QHL,E54000017,Birmingham and Solihull STP,Y60,E40000008,Midlands,240,ADD,1179731,Population
2022-06-01,Secondary Care,neratinib,QJ2,E54000012,Joined Up Care Derbyshire STP,Y60,E40000008,Midlands,555,ADD,1030393,Population
2022-06-01,Secondary Care,neratinib,QJK,E54000037,Devon STP,Y58,E40000006,South West,195.16666666666666,ADD,1209773,Population
2022-06-01,Secondary Care,neratinib,QJM,E54000013,Lincolnshire STP,Y60,E40000008,Midlands,90,ADD,766333,Population
2022-06-01,Secondary Care,neratinib,QK1,E54000015,"Leicester, Leicestershire and Rutland STP",Y60,E40000008,Midlands,287.3333333333333,ADD,1107597,Population
2022-06-01,Secondary Care,neratinib,QKK,E54000030,Our Healthier South East London STP,Y56,E40000003,London,386,ADD,1818226,Population
2022-06-01,Secondary Care,neratinib,QMF,E54000029,East London Health & Care Partnership STP,Y56,E40000003,London,177.33333333333334,ADD,2036470,Population
2022-06-01,Secondary Care,neratinib,QMJ,E54000028,North London Partners in Health & Care STP,Y56,E40000003,London,190,ADD,1526582,Population
2022-06-01,Secondary Care,neratinib,QNC,E54000010,Staffordshire & Stoke on Trent STP,Y60,E40000008,Midlands,210,ADD,1139794,Population
2022-06-01,Secondary Care,neratinib,QNX,E54000053,Sussex Health and Care Partnership,Y59,E40000005,South East,118,ADD,1711539,Population
2022-06-01,Secondary Care,neratinib,QOP,E54000007,Greater Manchester Health & Social Care Partnership,Y62,E40000010,North West,168,ADD,2881890,Population
2022-06-01,Secondary Care,neratinib,QOQ,E54000051,"Humber, Coast and Vale STP",Y63,E40000009,North East and Yorkshire,243,ADD,1708723,Population
2022-06-01,Secondary Care,neratinib,QOX,E54000040,"Bath and North East Somerset, Swindon and Wiltshire STP",Y58,E40000006,South West,90,ADD,929964,Population
2022-06-01,Secondary Care,neratinib,QPM,E54000020,Northamptonshire STP,Y60,E40000008,Midlands,390,ADD,740111,Population
2022-06-01,Secondary Care,neratinib,QR1,E54000043,Gloucestershire STP,Y58,E40000006,South West,240,ADD,640650,Population
2022-06-01,Secondary Care,neratinib,QRL,E54000042,Hampshire and the Isle of Wight STP,Y59,E40000005,South East,90,ADD,1831473,Population
2022-06-01,Secondary Care,neratinib,QRV,E54000027,North West London Health & Care Partnership STP,Y56,E40000003,London,1764,ADD,2111469,Population
2022-06-01,Secondary Care,neratinib,QT1,E54000014,Nottingham and Nottinghamshire Health and Care STP,Y60,E40000008,Midlands,2108.6666666666665,ADD,1052195,Population
2022-06-01,Secondary Care,neratinib,QT6,E54000036,Cornwall and the Isles of Scilly Health & Social Care Partnership STP,Y58,E40000006,South West,60,ADD,575525,Population
2022-06-01,Secondary Care,neratinib,QU9,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West STP",Y59,E40000005,South East,84,ADD,1723447,Population
2022-06-01,Secondary Care,neratinib,QUA,E54000016,The Black Country and West Birmingham STP,Y60,E40000008,Midlands,304,ADD,1380809,Population
2022-06-01,Secondary Care,neratinib,QUY,E54000039,"Bristol, North Somerset and South Gloucestershire STP",Y58,E40000006,South West,365,ADD,969256,Population
2022-06-01,Secondary Care,neratinib,QVV,E54000041,Dorset STP,Y58,E40000006,South West,90,ADD,776780,Population
2022-06-01,Secondary Care,neratinib,QWO,E54000054,West Yorkshire and Harrogate Health & Care Partnership STP,Y63,E40000009,North East and Yorkshire,238,ADD,2396517,Population
2022-06-01,Secondary Care,neratinib,QWU,E54000018,Coventry and Warwickshire STP,Y60,E40000008,Midlands,150,ADD,963173,Population
2022-06-01,Secondary Care,neratinib,QXU,E54000052,Surrey Heartlands Health & Care Partnership STP,Y59,E40000005,South East,198.5,ADD,1052425,Population
2022-06-01,Secondary Care,neratinib,QYG,E54000008,Cheshire and Merseyside STP,Y62,E40000010,North West,30,ADD,2503902,Population
2022-06-01,Secondary Care,palbociclib,QE1,E54000048,Lancashire and South Cumbria ICS,Y62,E40000010,North West,13488.031915,DDD,1701655,Population
2022-06-01,Secondary Care,palbociclib,QF7,E54000009,South Yorkshire and Bassetlaw STP,Y63,E40000009,North East and Yorkshire,14477.925532,DDD,1533334,Population
2022-06-01,Secondary Care,palbociclib,QGH,E54000019,Herefordshire and Worcestershire STP,Y60,E40000008,Midlands,8401.8617021,DDD,791685,Population
2022-06-01,Secondary Care,palbociclib,QH8,E54000026,Mid and South Essex STP,Y61,E40000007,East of England,8946.0106383,DDD,1199296,Population
2022-06-01,Secondary Care,palbociclib,QHG,E54000024,"Bedfordshire, Luton and Milton Keynes STP",Y61,E40000007,East of England,4593.3510638,DDD,959098,Population
2022-06-01,Secondary Care,palbociclib,QHL,E54000017,Birmingham and Solihull STP,Y60,E40000008,Midlands,8254.787234,DDD,1179731,Population
2022-06-01,Secondary Care,palbociclib,QHM,E54000050,Cumbria and North East STP,Y63,E40000009,North East and Yorkshire,27937.765957,DDD,3000432,Population
2022-06-01,Secondary Care,palbociclib,QJ2,E54000012,Joined Up Care Derbyshire STP,Y60,E40000008,Midlands,5060.106383,DDD,1030393,Population
2022-06-01,Secondary Care,palbociclib,QJG,E54000023,Suffolk and North East Essex ICS,Y61,E40000007,East of England,9037.5,DDD,987177,Population
2022-06-01,Secondary Care,palbociclib,QJK,E54000037,Devon STP,Y58,E40000006,South West,27990.691489,DDD,1209773,Population
2022-06-01,Secondary Care,palbociclib,QJM,E54000013,Lincolnshire STP,Y60,E40000008,Midlands,2384.8404255,DDD,766333,Population
2022-06-01,Secondary Care,palbociclib,QK1,E54000015,"Leicester, Leicestershire and Rutland STP",Y60,E40000008,Midlands,4579.787234,DDD,1107597,Population
2022-06-01,Secondary Care,palbociclib,QKK,E54000030,Our Healthier South East London STP,Y56,E40000003,London,11030.585106,DDD,1818226,Population
2022-06-01,Secondary Care,palbociclib,QKS,E54000032,Kent and Medway STP,Y59,E40000005,South East,18080.851064,DDD,1868199,Population
2022-06-01,Secondary Care,palbociclib,QM7,E54000025,Hertfordshire and West Essex STP,Y61,E40000007,East of England,10784.840426,DDD,1488061,Population
2022-06-01,Secondary Care,palbociclib,QMF,E54000029,East London Health & Care Partnership STP,Y56,E40000003,London,12622.340426,DDD,2036470,Population
2022-06-01,Secondary Care,palbociclib,QMJ,E54000028,North London Partners in Health & Care STP,Y56,E40000003,London,8935.106383,DDD,1526582,Population
2022-06-01,Secondary Care,palbociclib,QMM,E54000022,Norfolk and Waveney Health & Care Partnership STP,Y61,E40000007,East of England,7210.3723404,DDD,1032661,Population
2022-06-01,Secondary Care,palbociclib,QNC,E54000010,Staffordshire & Stoke on Trent STP,Y60,E40000008,Midlands,3710.3723404,DDD,1139794,Population
2022-06-01,Secondary Care,palbociclib,QNQ,E54000034,Frimley Health & Care STP,Y59,E40000005,South East,1921.2765957,DDD,746739,Population
2022-06-01,Secondary Care,palbociclib,QNX,E54000053,Sussex Health and Care Partnership,Y59,E40000005,South East,7584.5744681,DDD,1711539,Population
2022-06-01,Secondary Care,palbociclib,QOC,E54000011,Shropshire and Telford and Wrekin STP,Y60,E40000008,Midlands,4373.1382979,DDD,506737,Population
2022-06-01,Secondary Care,palbociclib,QOP,E54000007,Greater Manchester Health & Social Care Partnership,Y62,E40000010,North West,17531.648936,DDD,2881890,Population
2022-06-01,Secondary Care,palbociclib,QOQ,E54000051,"Humber, Coast and Vale STP",Y63,E40000009,North East and Yorkshire,12091.755319,DDD,1708723,Population
2022-06-01,Secondary Care,palbociclib,QOX,E54000040,"Bath and North East Somerset, Swindon and Wiltshire STP",Y58,E40000006,South West,11253.989362,DDD,929964,Population
2022-06-01,Secondary Care,palbociclib,QPM,E54000020,Northamptonshire STP,Y60,E40000008,Midlands,4004.5212766,DDD,740111,Population
2022-06-01,Secondary Care,palbociclib,QR1,E54000043,Gloucestershire STP,Y58,E40000006,South West,5842.0212766,DDD,640650,Population
2022-06-01,Secondary Care,palbociclib,QRL,E54000042,Hampshire and the Isle of Wight STP,Y59,E40000005,South East,10122.074468,DDD,1831473,Population
2022-06-01,Secondary Care,palbociclib,QRV,E54000027,North West London Health & Care Partnership STP,Y56,E40000003,London,24732.180851,DDD,2111469,Population
2022-06-01,Secondary Care,palbociclib,QSL,E54000038,Somerset STP,Y58,E40000006,South West,5802.9255319,DDD,563851,Population
2022-06-01,Secondary Care,palbociclib,QT1,E54000014,Nottingham and Nottinghamshire Health and Care STP,Y60,E40000008,Midlands,6779.787234,DDD,1052195,Population
2022-06-01,Secondary Care,palbociclib,QT6,E54000036,Cornwall and the Isles of Scilly Health & Social Care Partnership STP,Y58,E40000006,South West,5110.3723404,DDD,575525,Population
2022-06-01,Secondary Care,palbociclib,QU9,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West STP",Y59,E40000005,South East,12192.287234,DDD,1723447,Population
2022-06-01,Secondary Care,palbociclib,QUA,E54000016,The Black Country and West Birmingham STP,Y60,E40000008,Midlands,6763.5638298,DDD,1380809,Population
2022-06-01,Secondary Care,palbociclib,QUE,E54000021,Cambridgeshire and Peterborough STP,Y61,E40000007,East of England,4996.8085106,DDD,896725,Population
2022-06-01,Secondary Care,palbociclib,QUY,E54000039,"Bristol, North Somerset and South Gloucestershire STP",Y58,E40000006,South West,6551.3297872,DDD,969256,Population
2022-06-01,Secondary Care,palbociclib,QVV,E54000041,Dorset STP,Y58,E40000006,South West,8579.5212766,DDD,776780,Population
2022-06-01,Secondary Care,palbociclib,QWE,E54000031,South West London Health & Care Partnership STP,Y56,E40000003,London,2725.5319149,DDD,1509741,Population
2022-06-01,Secondary Care,palbociclib,QWO,E54000054,West Yorkshire and Harrogate Health & Care Partnership STP,Y63,E40000009,North East and Yorkshire,14055.585106,DDD,2396517,Population
2022-06-01,Secondary Care,palbociclib,QWU,E54000018,Coventry and Warwickshire STP,Y60,E40000008,Midlands,6953.4574468,DDD,963173,Population
2022-06-01,Secondary Care,palbociclib,QXU,E54000052,Surrey Heartlands Health & Care Partnership STP,Y59,E40000005,South East,11499.734043,DDD,1052425,Population
2022-06-01,Secondary Care,palbociclib,QYG,E54000008,Cheshire and Merseyside STP,Y62,E40000010,North West,6621.2765957,DDD,2503902,Population
2022-06-01,Secondary Care,pembrolizumab,QE1,E54000048,Lancashire and South Cumbria ICS,Y62,E40000010,North West,160000,mgs,1701655,Population
2022-06-01,Secondary Care,pembrolizumab,QF7,E54000009,South Yorkshire and Bassetlaw STP,Y63,E40000009,North East and Yorkshire,129200,mgs,1533334,Population
2022-06-01,Secondary Care,pembrolizumab,QGH,E54000019,Herefordshire and Worcestershire STP,Y60,E40000008,Midlands,62800,mgs,791685,Population
2022-06-01,Secondary Care,pembrolizumab,QH8,E54000026,Mid and South Essex STP,Y61,E40000007,East of England,136300,mgs,1199296,Population
2022-06-01,Secondary Care,pembrolizumab,QHG,E54000024,"Bedfordshire, Luton and Milton Keynes STP",Y61,E40000007,East of England,43800,mgs,959098,Population
2022-06-01,Secondary Care,pembrolizumab,QHL,E54000017,Birmingham and Solihull STP,Y60,E40000008,Midlands,179600,mgs,1179731,Population
2022-06-01,Secondary Care,pembrolizumab,QHM,E54000050,Cumbria and North East STP,Y63,E40000009,North East and Yorkshire,236000,mgs,3000432,Population
2022-06-01,Secondary Care,pembrolizumab,QJ2,E54000012,Joined Up Care Derbyshire STP,Y60,E40000008,Midlands,57600,mgs,1030393,Population
2022-06-01,Secondary Care,pembrolizumab,QJG,E54000023,Suffolk and North East Essex ICS,Y61,E40000007,East of England,67400,mgs,987177,Population
2022-06-01,Secondary Care,pembrolizumab,QJK,E54000037,Devon STP,Y58,E40000006,South West,194300,mgs,1209773,Population
2022-06-01,Secondary Care,pembrolizumab,QJM,E54000013,Lincolnshire STP,Y60,E40000008,Midlands,65600,mgs,766333,Population
2022-06-01,Secondary Care,pembrolizumab,QK1,E54000015,"Leicester, Leicestershire and Rutland STP",Y60,E40000008,Midlands,53600,mgs,1107597,Population
2022-06-01,Secondary Care,pembrolizumab,QKK,E54000030,Our Healthier South East London STP,Y56,E40000003,London,120000,mgs,1818226,Population
2022-06-01,Secondary Care,pembrolizumab,QKS,E54000032,Kent and Medway STP,Y59,E40000005,South East,181400,mgs,1868199,Population
2022-06-01,Secondary Care,pembrolizumab,QM7,E54000025,Hertfordshire and West Essex STP,Y61,E40000007,East of England,109000,mgs,1488061,Population
2022-06-01,Secondary Care,pembrolizumab,QMF,E54000029,East London Health & Care Partnership STP,Y56,E40000003,London,116200,mgs,2036470,Population
2022-06-01,Secondary Care,pembrolizumab,QMJ,E54000028,North London Partners in Health & Care STP,Y56,E40000003,London,52200,mgs,1526582,Population
2022-06-01,Secondary Care,pembrolizumab,QMM,E54000022,Norfolk and Waveney Health & Care Partnership STP,Y61,E40000007,East of England,75600,mgs,1032661,Population
2022-06-01,Secondary Care,pembrolizumab,QNC,E54000010,Staffordshire & Stoke on Trent STP,Y60,E40000008,Midlands,65000,mgs,1139794,Population
2022-06-01,Secondary Care,pembrolizumab,QNQ,E54000034,Frimley Health & Care STP,Y59,E40000005,South East,12400,mgs,746739,Population
2022-06-01,Secondary Care,pembrolizumab,QNX,E54000053,Sussex Health and Care Partnership,Y59,E40000005,South East,76800,mgs,1711539,Population
2022-06-01,Secondary Care,pembrolizumab,QOC,E54000011,Shropshire and Telford and Wrekin STP,Y60,E40000008,Midlands,19000,mgs,506737,Population
2022-06-01,Secondary Care,pembrolizumab,QOP,E54000007,Greater Manchester Health & Social Care Partnership,Y62,E40000010,North West,184300,mgs,2881890,Population
2022-06-01,Secondary Care,pembrolizumab,QOQ,E54000051,"Humber, Coast and Vale STP",Y63,E40000009,North East and Yorkshire,91000,mgs,1708723,Population
2022-06-01,Secondary Care,pembrolizumab,QOX,E54000040,"Bath and North East Somerset, Swindon and Wiltshire STP",Y58,E40000006,South West,82375,mgs,929964,Population
2022-06-01,Secondary Care,pembrolizumab,QPM,E54000020,Northamptonshire STP,Y60,E40000008,Midlands,43000,mgs,740111,Population
2022-06-01,Secondary Care,pembrolizumab,QR1,E54000043,Gloucestershire STP,Y58,E40000006,South West,38600,mgs,640650,Population
2022-06-01,Secondary Care,pembrolizumab,QRL,E54000042,Hampshire and the Isle of Wight STP,Y59,E40000005,South East,196480,mgs,1831473,Population
2022-06-01,Secondary Care,pembrolizumab,QRV,E54000027,North West London Health & Care Partnership STP,Y56,E40000003,London,261500.01,mgs,2111469,Population
2022-06-01,Secondary Care,pembrolizumab,QSL,E54000038,Somerset STP,Y58,E40000006,South West,63400,mgs,563851,Population
2022-06-01,Secondary Care,pembrolizumab,QT1,E54000014,Nottingham and Nottinghamshire Health and Care STP,Y60,E40000008,Midlands,131300,mgs,1052195,Population
2022-06-01,Secondary Care,pembrolizumab,QT6,E54000036,Cornwall and the Isles of Scilly Health & Social Care Partnership STP,Y58,E40000006,South West,110800,mgs,575525,Population
2022-06-01,Secondary Care,pembrolizumab,QU9,E54000044,"Buckinghamshire, Oxfordshire and Berkshire West STP",Y59,E40000005,South East,124800,mgs,1723447,Population
2022-06-01,Secondary Care,pembrolizumab,QUA,E54000016,The Black Country and West Birmingham STP,Y60,E40000008,Midlands,70200,mgs,1380809,Population
2022-06-01,Secondary Care,pembrolizumab,QUE,E54000021,Cambridgeshire and Peterborough STP,Y61,E40000007,East of England,81300,mgs,896725,Population
2022-06-01,Secondary Care,pembrolizumab,QUY,E54000039,"Bristol, North Somerset and South Gloucestershire STP",Y58,E40000006,South West,61800,mgs,969256,Population
2022-06-01,Secondary Care,pembrolizumab,QVV,E54000041,Dorset STP,Y58,E40000006,South West,61100,mgs,776780,Population
2022-06-01,Secondary Care,pembrolizumab,QWE,E54000031,South West London Health & Care Partnership STP,Y56,E40000003,London,28500,mgs,1509741,Population
2022-06-01,Secondary Care,pembrolizumab,QWO,E54000054,West Yorkshire and Harrogate Health & Care Partnership STP,Y63,E40000009,North East and Yorkshire,181000,mgs,2396517,Population
2022-06-01,Secondary Care,pembrolizumab,QWU,E54000018,Coventry and Warwickshire STP,Y60,E40000008,Midlands,53600,mgs,963173,Population
2022-06-01,Secondary Care,pembrolizumab,QXU,E54000052,Surrey Heartlands Health & Care Partnership STP,Y59,E40000005,South East,115800,mgs,1052425,Population
2022-06-01,Secondary Care,pembrolizumab,QYG,E54000008,Cheshire and Merseyside STP,Y62,E40000010,North West,339800,mgs,2503902,Population
2022-06-01,Secondary Care,ribociclib,QE1,E54000048,Lancashire and South Cumbria ICS,Y62,E40000010,North West,746.6666666666666,ADD,1701655,Population
2022-06-01,Secondary Care,ribociclib,QF7,E54000009,South Yorkshire and Bassetlaw STP,Y63,E40000009,North East and Yorkshire,2202.6666666666665,ADD,1533334,Population
2022-06-01,Secondary Care,ribociclib,QGH,E54000019,Herefordshire and Worcestershire STP,Y60,E40000008,Midlands,18.666666666666668,ADD,791685,Population
2022-06-01,Secondary Care,ribociclib,QH8,E54000026,Mid and South Essex STP,Y61,E40000007,East of England,1129.3333333333333,ADD,1199296,Population
2022-06-01,Secondary Care,ribociclib,QHG,E54000024,"Bedfordshire, Luton and Milton Keynes STP",Y61,E40000007,East of England,2006.6666666666667,ADD,959098,Population
2022-06-01,Secondary Care,ribociclib,QHL,E54000017,Birmingham and Solihull STP,Y60,E40000008,Midlands,1278.6666666666667,ADD,1179731,Population
2022-06-01,Secondary Care,ribociclib,QHM,E54000050,Cumbria and North East STP,Y63,E40000009,North East and Yorkshire,1176,ADD,3000432,Population
2022-06-01,Secondary Care,ribociclib,QJ2,E54000012,Joined Up Care Derbyshire STP,Y60,E40000008,Midlands,112.44444444444444,ADD,1030393,Population
2022-06-01,Secondary Care,ribociclib,QJG,E54000023,Suffolk and North East Essex ICS,Y61,E40000007,East of England,3642.6666666666665,ADD,987177,Population
2022-06-01,Secondary Care,ribociclib,QJK,E54000037,Devon STP,Y58,E40000006,South West,1449.7777777777778,ADD,1209773,Population
2022-06-01,Secondary Care,ribociclib,QJM,E54000013,Lincolnshire STP,Y60,E40000008,Midlands,84,ADD,766333,Population
2022-06-01,Secondary Care,ribociclib,QK1,E54000015,"Leicester, Leicestershire and Rutland STP",Y60,E40000008,Midlands,1306.6666666666667,ADD,1107597,Population
2022-06-01,Secondary Care,ribociclib,QKK,E54000030,Our Healthier South East London STP,Y56,E40000003,London,5152,ADD,1818226,Population
2022-06-01,Secondary Care,ribociclib,QKS,E54000032,Kent and Medway STP,Y59,E40000005,South East,690.6666666666666,ADD,1868199,Population
2022-06-01,Secondary Care,ribociclib,QM7,E54000025,Hertfordshire and West Essex STP,Y61,E40000007,East of England,644,ADD,1488061,Population
2022-06-01,Secondary Care,ribociclib,QMF,E54000029,East London Health & Care Partnership STP,Y56,E40000003,London,140,ADD,2036470,Population
2022-06-01,Secondary Care,ribociclib,QMJ,E54000028,North London Partners in Health & Care STP,Y56,E40000003,London,896,ADD,1526582,Population
2022-06-01,Secondary Care,ribociclib,QMM,E54000022,Norfolk and Waveney Health & Care Partnership STP,Y61,E40000007,East of England,186.66666666666666,ADD,1032661,Population
2022-06-01,Secondary Care,ribociclib,QNC,E54000010,Staffordshire & Stoke on Trent STP,Y60,E40000008,Midlands,1026.6666666666667,ADD,1139794,Population
2022-06-01,Secondary Care,ribociclib,QNQ,E54000034,Frimley Health & Care STP,Y59,E40000005,South East,830.6666666666666,ADD,746739,Population
2022-06-01,Secondary Care,ribociclib,QNX,E54000053,Sussex Health and Care Partnership,Y59,E40000005,South East,4865.333333333333,ADD,1711539,Population
2022-06-01,Secondary Care,ribociclib,QOC,E54000011,Shropshire and Telford and Wrekin STP,Y60,E40000008,Midlands,158.66666666666666,ADD,506737,Population
2022-06-01,Secondary Care,ribociclib,QOP,E54000007,Greater Manchester Health & Social Care Partnership,Y62,E40000010,North West,1474.6666666666667,ADD,2881890,Population
